periodbin,radiusbin,GAMMA_YIELD,GAMMA_YIELD_upper,GAMMA_YIELD_lower,MONO_GAMMA_YIELD,MONO_GAMMA_YIELD_upper,MONO_GAMMA_YIELD_lower,DUO_GAMMA_YIELD,DUO_GAMMA_YIELD_upper,DUO_GAMMA_YIELD_lower,TRIO_GAMMA_YIELD,TRIO_GAMMA_YIELD_upper,TRIO_GAMMA_YIELD_lower,MULTI_GAMMA_YIELD,MULTI_GAMMA_YIELD_upper,MULTI_GAMMA_YIELD_lower,TSM_CUTOFF_GAMMA_YIELD,TSM_CUTOFF_GAMMA_YIELD_upper,TSM_CUTOFF_GAMMA_YIELD_lower,THR_7-3_YIELD,THR_7-3_YIELD_upper,THR_7-3_YIELD_lower,MONO_THR_7-3_YIELD,MONO_THR_7-3_YIELD_upper,MONO_THR_7-3_YIELD_lower,DUO_THR_7-3_YIELD,DUO_THR_7-3_YIELD_upper,DUO_THR_7-3_YIELD_lower,TRIO_THR_7-3_YIELD,TRIO_THR_7-3_YIELD_upper,TRIO_THR_7-3_YIELD_lower,MULTI_THR_7-3_YIELD,MULTI_THR_7-3_YIELD_upper,MULTI_THR_7-3_YIELD_lower,TSM_CUTOFF_THR_7-3_YIELD,TSM_CUTOFF_THR_7-3_YIELD_upper,TSM_CUTOFF_THR_7-3_YIELD_lower,THR_20_YIELD,THR_20_YIELD_upper,THR_20_YIELD_lower,MONO_THR_20_YIELD,MONO_THR_20_YIELD_upper,MONO_THR_20_YIELD_lower,DUO_THR_20_YIELD,DUO_THR_20_YIELD_upper,DUO_THR_20_YIELD_lower,TRIO_THR_20_YIELD,TRIO_THR_20_YIELD_upper,TRIO_THR_20_YIELD_lower,MULTI_THR_20_YIELD,MULTI_THR_20_YIELD_upper,MULTI_THR_20_YIELD_lower,TSM_CUTOFF_THR_20_YIELD,TSM_CUTOFF_THR_20_YIELD_upper,TSM_CUTOFF_THR_20_YIELD_lower
"(3.13, 6.25]","(2.0, 2.83]",12.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,3.0,0.0,0.0,0.0,19.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
"(3.13, 6.25]","(2.83, 4.0]",13.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,7.0,0.0,1.0,0.0,19.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,13.0,10.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
"(3.13, 6.25]","(4.0, 5.66]",28.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,15.0,12.0,1.0,0.0,0.0,41.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,38.0,22.0,17.0,1.0,1.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,1.0,0.0,0.0
"(3.13, 6.25]","(5.66, 8.0]",23.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,20.0,13.0,1.0,1.0,1.0,31.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,29.0,26.0,17.0,1.0,2.0,1.0,12.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,10.0,7.0,1.0,2.0,1.0
"(3.13, 6.25]","(8.0, 11.31]",57.0,35.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,53.0,32.0,26.0,9.0,5.0,4.0,72.0,44.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,3.0,65.0,40.0,33.0,11.0,6.0,5.0,46.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,43.0,27.0,22.0,10.0,7.0,6.0
"(3.13, 6.25]","(11.31, 16.0]",122.0,55.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4.0,3.0,113.0,50.0,43.0,43.0,19.0,16.0,149.0,66.0,57.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,5.0,4.0,135.0,60.0,52.0,52.0,23.0,19.0,131.0,59.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,4.0,120.0,55.0,48.0,51.0,24.0,21.0
"(6.25, 12.5]","(0.5, 0.71]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(6.25, 12.5]","(0.71, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(6.25, 12.5]","(1.0, 1.41]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(6.25, 12.5]","(1.41, 2.0]",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(6.25, 12.5]","(2.0, 2.83]",15.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0,2.0,2.0,0.0,0.0,0.0,27.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,19.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"(6.25, 12.5]","(2.83, 4.0]",16.0,7.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,11.0,5.0,4.0,0.0,1.0,0.0,28.0,12.0,10.0,0.0,0.0,0.0,5.0,3.0,2.0,5.0,2.0,2.0,17.0,7.0,6.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
"(6.25, 12.5]","(4.0, 5.66]",17.0,11.0,9.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,9.0,7.0,6.0,0.0,0.0,0.0,28.0,19.0,16.0,0.0,0.0,0.0,7.0,6.0,5.0,6.0,4.0,3.0,14.0,9.0,7.0,0.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0
"(6.25, 12.5]","(5.66, 8.0]",12.0,14.0,9.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,4.0,2.0,6.0,6.0,4.0,0.0,1.0,0.0,20.0,22.0,13.0,0.0,1.0,0.0,6.0,8.0,5.0,4.0,6.0,4.0,8.0,8.0,5.0,0.0,1.0,0.0,6.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,0.0,1.0,0.0
"(6.25, 12.5]","(8.0, 11.31]",25.0,25.0,15.0,0.0,1.0,0.0,8.0,8.0,4.0,6.0,5.0,3.0,10.0,10.0,6.0,2.0,2.0,1.0,38.0,36.0,22.0,1.0,2.0,1.0,14.0,13.0,8.0,9.0,8.0,5.0,13.0,13.0,8.0,3.0,3.0,2.0,21.0,20.0,12.0,0.0,1.0,0.0,6.0,6.0,4.0,4.0,5.0,3.0,9.0,8.0,5.0,3.0,3.0,2.0
"(6.25, 12.5]","(11.31, 16.0]",49.0,32.0,26.0,1.0,1.0,1.0,16.0,11.0,9.0,12.0,7.0,6.0,19.0,12.0,10.0,11.0,7.0,6.0,71.0,44.0,36.0,3.0,2.0,1.0,27.0,17.0,13.0,17.0,11.0,9.0,23.0,15.0,12.0,16.0,10.0,8.0,58.0,35.0,29.0,2.0,1.0,1.0,20.0,13.0,10.0,14.0,8.0,7.0,21.0,13.0,11.0,16.0,10.0,8.0
"(12.5, 25.0]","(0.5, 0.71]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(12.5, 25.0]","(0.71, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(12.5, 25.0]","(1.0, 1.41]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(12.5, 25.0]","(1.41, 2.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(12.5, 25.0]","(2.0, 2.83]",10.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,20.0,3.0,3.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(12.5, 25.0]","(2.83, 4.0]",17.0,6.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,2.0,0.0,0.0,0.0,33.0,10.0,8.0,5.0,2.0,2.0,11.0,4.0,3.0,3.0,1.0,0.0,12.0,4.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
"(12.5, 25.0]","(4.0, 5.66]",4.0,6.0,3.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,8.0,11.0,6.0,2.0,2.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(12.5, 25.0]","(5.66, 8.0]",16.0,11.0,9.0,4.0,3.0,2.0,6.0,5.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,29.0,19.0,16.0,9.0,6.0,5.0,12.0,8.0,7.0,2.0,1.0,1.0,4.0,3.0,3.0,0.0,1.0,0.0,8.0,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
"(12.5, 25.0]","(8.0, 11.31]",12.0,14.0,8.0,4.0,4.0,2.0,5.0,5.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,20.0,24.0,15.0,8.0,9.0,5.0,8.0,10.0,6.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,10.0,11.0,7.0,3.0,3.0,2.0,4.0,5.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0
"(12.5, 25.0]","(11.31, 16.0]",24.0,18.0,14.0,8.0,7.0,6.0,9.0,8.0,6.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,39.0,29.0,23.0,16.0,12.0,9.0,16.0,11.0,9.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,29.0,22.0,18.0,10.0,8.0,7.0,12.0,9.0,7.0,2.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,3.0
"(25.0, 50.0]","(0.5, 0.71]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
"(25.0, 50.0]","(0.71, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(25.0, 50.0]","(1.0, 1.41]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(25.0, 50.0]","(1.41, 2.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(25.0, 50.0]","(2.0, 2.83]",4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(25.0, 50.0]","(2.83, 4.0]",13.0,3.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,27.0,7.0,6.0,13.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(25.0, 50.0]","(4.0, 5.66]",3.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(25.0, 50.0]","(5.66, 8.0]",4.0,5.0,3.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,6.0,6.0,7.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"(25.0, 50.0]","(8.0, 11.31]",11.0,11.0,7.0,8.0,8.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,19.0,13.0,16.0,15.0,11.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,9.0,6.0,6.0,6.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
"(25.0, 50.0]","(11.31, 16.0]",20.0,15.0,11.0,15.0,12.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,36.0,26.0,18.0,29.0,21.0,14.0,4.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,26.0,19.0,13.0,20.0,14.0,10.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0
"(50.0, 100.0]","(0.5, 0.71]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
"(50.0, 100.0]","(0.71, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(50.0, 100.0]","(1.0, 1.41]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"(50.0, 100.0]","(1.41, 2.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
